id,def_spacing
139-5,137.17071914132202
139-6,78.03044569535676
139-7,201.229614283586
139-8,170.3835816992655
139-9,89.9061145442831
140-3,192.55381840861844
140-4,76.75961811366334
140-5,250.52903196231443
142-1,48.73252482293924
142-2,114.41617926599736
142-3,143.68180197130516
142-4,62.321040504862395
142-5,198.68151495819603
143-1,295.7424388587975
143-2,210.84340376259752
143-3,120.98331244341364
143-6,68.43094721690022
143-7,69.75474935858016
143-8,224.6567515612316
143-10,234.89316156598812
143-12,153.7688481054057
143-13,219.60669563447993
143-14,208.84068630085676
143-15,269.65144097010364
143-16,223.76320720388205
144-2,179.19414477146415
144-3,197.87499200359247
144-4,198.43293712942534
147-1,177.90902050811508
148-1,87.75477829617944
148-3,119.52845703708985
148-4,74.06797908618617
148-5,118.30434361218661
148-6,150.47164218741
148-7,49.283292514062964
148-8,62.07058428408334
149-2,238.72374504907543
150-2,45.29531621839598
150-4,264.56511278572225
151-1,272.7875211761159
151-2,242.4513313658739
152-2,204.13123119732268
152-3,201.43625826357663
153-1,224.58592008634747
153-3,229.01963907848892
153-4,67.60323788312596
153-5,242.18419770488742
154-3,69.19439010892302
154-4,162.99898502813312
154-5,190.40538923813057
154-6,139.89017378100573
154-7,45.34756048546683
155-1,169.49715639526914
155-2,105.04323251130518
155-3,149.8593890839479
155-4,204.32624893139518
156-1,78.519807976962
156-2,133.70858520201136
156-3,162.1485625864721
156-4,187.42348722402795
156-5,79.6278027058014
156-6,43.0099472341434
156-7,150.11681078569222
158-1,61.55742086338432
158-3,195.83326314226554
159-3,165.07464912135495
159-4,206.19501971187628
159-5,56.96203126906494
160-1,75.2002048780443
160-2,207.07932827486684
160-4,150.03473937838146
160-5,203.85988107926028
160-7,125.96404286398001
161-2,133.5814315856487
161-4,186.51984059109503
161-5,96.51119052032341
162-1,101.73921973765724
162-2,153.48086280593614
162-3,66.0870175638434
162-4,155.39564217163908
162-5,71.16925304279049
163-2,45.090462734187895
163-3,169.63321015048678
163-5,170.83591279981437
163-6,272.12081119680573
163-8,173.48948710038258
163-10,168.0688813061116
164-1,244.05041246031539
164-4,126.64763103363885
164-5,206.012557080129
165-2,49.23691090484158
166-3,118.40456811443289
166-4,319.9640093731142
167-1,71.74171190908339
168-1,209.95346497214268
168-2,199.67608860284315
168-3,98.3235968381207
168-4,202.55008093600372
169-1,172.2111587284586
169-3,182.00466195001388
169-4,49.73514952578694
169-5,164.27200966367366
169-6,125.96782433810631
169-7,203.8358473913613
170-1,252.65176054068826
170-2,62.084403243977334
170-3,59.76634670446096
170-4,51.51791723822433
171-2,97.53110197729006
171-3,38.16052552783822
171-4,217.94080549194496
173-1,218.38387119502582
173-2,240.65277513971284
173-4,145.5999501776805
174-1,84.17206726878737
174-2,92.44449312202812
174-3,74.65775038970196
174-4,103.92891084967857
174-6,116.0888806878354
175-1,260.5823038112935
175-2,184.22389893697778
175-3,86.15498738082374
176-1,229.56568753213753
176-3,44.540051912267586
176-5,210.19670744787254
176-8,57.58741397443066
177-1,73.08609232453169
177-2,104.85048425636204
177-3,207.53733125585904
177-4,92.89330871036154
177-6,303.5062339183898
177-7,214.55969534932876
177-8,191.62347370559849
177-9,195.40636150765488
177-10,110.63330950178943
177-11,48.65810142190628
177-12,292.5463539495242
177-13,250.64135466636515
178-1,90.57479477795823
178-2,108.2722941968143
178-3,214.5129499895786
178-4,99.9088057608849
179-2,34.073420133561626
180-2,140.18406401893685
181-2,188.14966811252955
181-4,169.34542454763795
182-1,68.21825587116635
183-1,157.60439827063306
183-2,257.6128217677767
183-3,98.08478854279997
183-4,167.2967474242339
183-6,110.28735340366016
183-7,126.88191859031107
183-8,77.2627157628919
183-9,90.69711270571514
183-10,134.0812194338411
183-11,183.77068148013439
183-12,185.69652657582503
183-13,173.2278727543553
184-1,71.79857723350324
184-2,57.57774341500459
184-4,156.08998836890714
184-5,131.47646755805243
184-6,143.9915293202264
184-7,108.9053389383921
184-8,156.07136097072896
184-9,294.95106834517014
184-10,159.46250980608056
184-11,213.72450791357141
185-1,91.33714720183639
185-3,205.86679226070686
185-4,105.80546742757124
186-2,239.13896495554297
186-3,162.00748548644918
186-4,118.0821408137998
187-2,232.37131818087096
187-4,89.88855778108613
187-6,261.45861014517016
188-1,158.80465567380088
188-2,96.48690409562869
188-4,107.10822022075865
188-5,119.69263349118583
190-1,81.59684372873414
191-7,84.56747618557254
191-8,160.03449385907453
192-1,161.80116675409766
192-2,172.41052984693306
192-3,190.24757389321496
193-1,201.81982301351144
193-2,34.99921239980813
194-1,126.10207258105436
194-3,238.56693173872918
194-4,207.5655188898172
195-1,237.89752129217857
195-3,266.06876719576917
195-4,227.02286955877912
195-6,236.16997063374998
195-10,127.90305191063906
195-12,229.18191529026615
195-13,81.47846335017613
195-14,38.23319903631753
195-15,16.02458065925044
195-16,197.35347767312504
195-17,154.80986850606394
196-1,224.68115782041377
196-2,147.56752289328233
196-4,188.6620736143433
197-1,202.11100630883232
197-3,202.5943719608013
197-4,202.07774210830286
197-6,143.11676261833324
197-7,148.84193620447502
197-9,57.79571955059964
198-2,46.421014232818806
199-2,122.47838846967312
199-3,142.48972504814657
199-4,51.55761175093153
201-1,225.5905769688831
201-3,154.8334841085316
201-4,203.51621551592854
201-5,124.95822644745172
201-7,123.82011153963481
201-9,262.9550091253546
201-11,177.12676316453133
201-12,291.765691155215
201-15,30.968885513888907
202-1,220.201243387693
202-3,15.701226349320478
202-4,196.58356158978148
203-1,258.6853150282351
203-2,134.38333503442948
203-3,305.2019149207584
203-4,236.117642995182
203-6,66.46991276598641
203-7,246.45815086261564
203-8,190.39489882256998
203-9,145.66239229755385
203-12,209.80010465875813
203-13,180.77103184935225
203-14,143.3718287629781
203-16,78.14642180567992
203-17,271.03361711407024
203-21,87.74807552699576
203-22,238.0033345388066
203-23,105.45202466765528
203-25,103.21761578556826
203-26,67.48269385697466
203-27,63.84679251540979
203-28,343.5442502109023
205-1,176.2656965443802
206-1,53.922336326558764
207-2,45.63125397427109
207-3,120.74409901574249
208-2,130.12945672242495
208-3,148.4257293890198
208-4,172.2403358134842
208-5,155.9313069931556
208-6,215.0870958127873
209-2,101.33865696239457
209-4,94.57384596618999
209-5,119.51138605512722
210-1,120.27067704060576
210-2,84.52757613142512
210-3,91.24288313860689
210-4,97.88268520877114
210-5,37.37644919876218
210-7,208.0049288201692
210-8,73.37676629314535
210-9,143.360430682526
210-10,154.82048423800535
211-1,188.30945042292308
211-2,241.84860778695418
211-3,57.36023038636159
212-1,173.218557208167
212-2,196.0630475045217
212-3,137.2609922935693
212-4,270.083922025186
212-6,109.09940581383978
212-7,62.65262191534862
212-9,171.88794489070233
212-10,220.9425392952801
212-11,50.12554701721726
213-1,191.7270691153111
213-2,295.2357924999316
213-4,110.7024699223009
214-3,140.510900901799
214-4,90.02733374344757
214-6,180.60813762931434
214-7,80.06275560004829
214-8,178.32015142392257
214-9,122.3238963624288
215-1,47.920192990588944
215-2,54.98714832927439
215-3,246.76669145540848
215-4,293.29413902469446
216-2,108.879911310202
216-3,149.76506007018173
216-4,111.05107501025043
216-5,128.31377300925067
216-6,312.5564875336351
216-7,82.57624559852685
216-8,232.03111069906055
216-9,48.58322323903689
217-2,259.6027532771187
217-3,82.83123977394199
217-5,60.63963493625896
217-7,128.63486270066164
217-8,120.09854922523527
218-1,95.31375597164606
218-3,254.11078392895297
219-1,160.5061286078281
219-3,88.51728504562632
219-4,69.22526764956405
219-5,103.53971485709475
219-9,131.50859997355656
219-10,118.35553006577163
219-11,65.08358005132527
220-1,184.52668896751558
220-2,167.47952437741404
220-3,78.88494819839354
221-1,166.18598314946038
222-1,434.65406978317105
222-2,31.26529040981997
223-1,183.85780034825035
223-4,60.475469728948724
223-5,24.72393225832522
223-6,175.83809187029985
223-7,259.83866600700463
223-9,176.64698179077152
223-10,177.2427345916505
223-11,66.03805559181535
223-12,102.99673477560918
223-13,90.477377761254
224-1,125.36724732907965
224-2,172.55808835846233
225-1,217.38262948738486
226-1,73.59498837605611
227-1,112.70157975485427
227-2,54.09407862955771
227-3,55.01383250202504
227-4,195.24471872094884
228-1,134.1384674280095
229-1,92.51213631323668
229-3,32.7412150385976
229-4,93.31634733536339
229-6,19.08956274272623
230-1,147.1897793672593
230-2,107.62263951522357
231-4,109.50511972857043
231-5,140.74565601462325
232-1,184.95056093954264
232-2,106.79355945570572
232-3,184.65162646624515
232-4,172.80074887390015
233-3,78.17403273691639
233-4,57.336015246326156
233-5,152.0094655635133
233-6,213.41132665951216
234-2,41.51140083306758
234-3,143.27108521543357
234-4,70.63801331244747
235-1,51.115710596916415
235-2,226.88537723867069
235-3,169.085914639336
236-1,255.79802128119468
236-2,261.5586497834675
236-3,256.27185236733305
236-4,225.42897752723087
237-3,198.09105079944788
237-4,97.00885102303528
237-6,274.6013884708576
237-7,75.4644539938073
237-8,80.37814941288593
237-9,90.96416267195684
237-11,318.0432188551979
237-12,235.55940785400986
237-13,168.08719063007533
238-3,189.01975408959493
239-1,39.292945115863006
239-4,39.956882421266926
239-6,132.67163291105248
239-7,208.69094199370852
239-9,47.28931438629456
239-10,120.22594454771115
239-11,76.7952098919277
239-12,88.09683281988282
240-1,224.45240293496096
240-3,194.5429788641953
240-8,93.60898230494546
241-2,284.15275582490455
241-3,140.76276508340428
241-4,52.50324464484844
241-5,92.88588935627305
242-1,40.571237058915024
242-2,162.71346452681186
243-1,212.92286364352117
243-2,69.64318771724004
244-1,118.08933722820754
244-2,149.16123067528815
244-3,140.1657823416324
245-1,126.0197081872019
245-2,81.77091265693082
247-1,57.77551315019514
247-2,206.20513585385083
247-3,163.37536628124758
247-5,207.8828207586064
248-2,263.3477730054932
248-3,284.3366604437301
249-1,118.27945369131692
249-2,99.39638215831201
249-3,250.03694744093718
249-4,80.94928831871198
249-5,93.95943025295813
250-5,272.38372818223024
250-6,245.9327614163916
250-7,149.68578614421608
252-1,158.6377699019681
252-2,222.7898694862751
252-4,160.97334004304295
252-5,67.08031387483939
252-6,48.88279188149454
252-7,85.11070513322227
253-1,195.04466901800959
253-2,121.44597349496485
253-4,213.43456041659397
254-1,83.81023323452126
254-2,82.4374950774585
254-3,162.91185894917987
254-5,70.22334113115949
254-6,169.7108435320224
255-1,76.26745876897621
255-2,215.00169573372455
255-6,83.3041516276971
255-7,78.62912235108479
255-8,97.5518430378044
255-11,86.83026362532769
256-1,190.12803551775787
256-2,252.12818839335853
256-3,162.2923648277739
257-2,126.396013174721
257-3,98.76429752153024
257-5,81.00637741693556
257-6,153.7901483463294
257-7,152.4730814183468
257-8,172.22545857241582
257-9,77.74137177492409
258-1,54.78011745502096
258-3,90.10022902106556
258-4,279.7104719508464
259-1,196.03265116190664
259-2,146.71330424692417
259-4,63.20298613807498
259-5,141.29221906382566
259-6,66.48354464475938
259-8,76.33074035193454
260-2,97.48242816561127
260-4,27.632221018056413
260-5,131.68963704147677
260-6,91.20183860857803
260-7,56.308790461797756
260-8,107.03436499771738
260-11,108.58255258190866
260-12,102.49208286642329
261-1,129.18877852250648
261-2,104.44259161097287
261-3,90.90050687868155
262-1,140.0326813136864
262-4,132.29514767273452
262-5,74.79186070735364
263-2,51.774343433335716
263-3,231.5663403264852
263-6,135.40897292406075
263-7,64.40399357867787
263-8,24.043710994561252
263-9,160.8049538257123
263-10,139.54115838708105
263-11,181.17416348614393
263-12,113.96706006286115
263-13,163.95783729330026
263-14,152.2432830254579
263-15,292.6551888270444
263-16,127.29020992022765
263-17,294.2840779094993
264-1,97.49472090712932
264-2,102.72316031413831
264-3,82.61553704368794
264-4,366.6291400173228
264-5,114.41183041278555
264-6,179.46848641552685
264-7,171.019853160043
265-1,190.75156581546798
265-2,251.2296459843315
265-3,70.16539997985143
265-4,64.90954789912635
265-5,57.579178674520925
266-1,147.91379179432568
267-1,255.9449134875913
267-3,161.0221395738431
267-4,93.97480660450401
267-5,158.15929427767287
267-6,268.8147471173115
267-7,121.09164940754314
267-8,145.82248239460534
267-9,136.75552551995128
267-10,200.6207826346814
267-12,85.75630479816235
267-13,389.34204329257284
267-14,313.32722370602806
267-15,229.76799732849577
267-17,401.5950031294632
267-18,170.94452923324877
267-20,85.51564733187843
268-2,131.43305335838124
268-5,168.7786934548269
268-6,145.15800754496252
268-8,259.4170551106082
268-9,91.31776195266912
268-10,141.58403334383866
269-1,151.0453019630138
270-1,154.8787697572502
270-2,104.6051330235985
270-3,246.96594014631148
270-4,83.1578210957684
270-6,117.98460276447634
270-8,126.83591016619778
270-9,83.63807077786123
270-11,76.60804512273921
270-12,154.8232719445864
270-13,168.21795867866467
271-1,70.79842625463789
271-2,142.63101374564172
271-4,59.22698339953409
272-1,236.15941591975457
273-1,219.47234081160536
273-2,47.32967695566492
274-1,191.7431986623867
274-3,150.45457546744606
275-1,78.80578784703062
275-2,78.70015404188871
275-3,32.75407717694566
275-4,121.37128046242333
275-5,190.33324324528826
275-6,173.11042741005633
275-7,96.98629181727745
276-1,126.81591059868379
276-2,135.89076501287514
276-4,213.8853675480584
276-5,69.60989938943976
276-6,138.49440430687736
276-7,94.62420481524623
277-1,68.67212952805983
277-2,166.66950640974574
277-3,103.6109902042214
277-4,217.8703029434809
277-5,102.43685281445676
278-1,229.37765685017308
279-2,150.97002649401998
280-1,183.22094515417314
280-4,151.07207741445959
280-5,207.15012854457447
280-6,176.23371460442524
281-1,132.69408218282126
281-4,159.26240502836117
281-5,49.098159423027255
281-6,174.4471811295856
281-8,119.55768519749974
281-10,132.2720955587199
282-1,43.37171016803504
282-4,113.52558654581922
282-5,199.2875066007276
282-6,93.02969992691112
282-7,145.4199567382932
282-8,231.09425376722527
282-9,299.6418367942848
283-1,57.18292171832263
284-1,289.9694804993359
284-2,329.34767184209727
284-3,67.41744486997757
284-5,156.35513692807524
285-1,86.71278903510233
285-2,92.17118489276118
285-3,181.9487467108359
285-4,159.17902811010748
286-1,179.74926980281464
286-2,76.8737765237629
287-3,114.94029167048828
287-4,58.442523099216146
288-1,61.61003922277632
288-2,64.75485151610428
289-1,83.80606108820587
289-2,182.34725810582245
289-3,154.1351106241027
289-4,36.81502025262546
289-6,74.949614829962
290-2,96.80812056385071
290-3,61.77041449378157
290-5,124.15889370705946
291-1,164.14636898855667
291-2,83.39589255081933
291-3,114.72105779327694
291-4,110.78381756947213
291-5,169.4142463903043
291-7,192.74103120421975
291-8,91.34461228929561
292-2,181.326334285533
292-3,99.91972686942358
292-4,168.44257598227466
292-5,237.1962743591232
292-6,82.55993268179373
292-7,78.06536437444629
292-10,69.86396186510765
292-11,194.77824361538148
293-1,85.96187242672846
293-2,108.09966630500628
293-3,186.987693686429
293-4,204.16649944517025
293-7,194.10207547413592
293-8,91.45914254748686
293-10,215.4738249920248
293-11,43.31302195016883
293-12,170.2655547088898
293-13,181.43071271710096
294-1,92.11662258061409
294-2,208.51671082096783
294-3,122.12594842256306
294-4,90.84232850989565
294-5,189.5872491430971
294-6,123.52943039496984
295-1,76.19839918678247
296-1,156.62598456226976
296-3,155.31258593375475
296-4,105.13127754823671
297-1,165.5596835730172
297-2,106.25522602288197
297-3,95.08301885392058
298-1,190.33972328892298
298-2,229.95864252995568
299-2,92.59914445256865
299-3,123.40956316796078
299-4,188.0518561241763
299-5,180.53606780367716
299-6,162.62068032842137
300-1,93.49762238587971
300-2,189.5922747185748
300-5,172.47974162987794
300-7,163.24554171277703
300-8,211.4484147412203
301-2,137.97452520412858
301-3,112.70997424112716
301-4,304.8900729567738
302-1,90.86745749068965
302-2,247.22964349848147
302-3,52.36077743922408
302-4,45.02412062753888
303-3,131.9738765723282
303-4,112.85810213691957
303-7,141.65122896553254
303-8,73.96218780922959
303-9,79.62844699554351
304-2,282.91122082463085
304-3,192.80689123973661
304-4,62.42144622149476
304-5,154.91228009229928
305-2,126.81441310834654
305-3,120.73543550906629
305-4,206.79260265485834
305-5,159.73154988265287
306-1,162.53014897268736
306-2,76.25093493828581
306-3,64.39567016367687
306-4,80.04296275833838
307-1,101.02741083468061
307-2,145.09701949761376
307-6,60.69167850009774
307-8,55.98004291462166
308-1,72.35524854160127
308-4,119.82043241926272
309-2,68.19787668498458
309-3,213.96095178896996
309-4,102.57291864432557
309-7,48.019479146538416
309-8,143.08612732955177
309-9,151.57927248884008
309-10,275.47494554350135
309-11,264.1958253857554
310-2,180.72707711769138
310-3,247.69417167895824
310-4,44.70935438693266
310-5,128.7044179484485
310-7,193.67397537379236
310-8,76.63960123155948
310-9,196.60290138852383
310-10,220.34251281673153
311-1,66.91105416611117
311-2,95.87639110161285
311-3,280.86258183522136
311-4,111.00264163021811
311-5,121.69610547022407
312-1,69.62461927449942
312-2,69.1926533617434
312-3,135.37871528818607
312-5,243.25408566269994
312-6,154.57856206278893
312-8,102.08658573240996
312-11,63.42713595392706
312-13,205.9688590770984
312-14,183.29308231443264
312-17,124.1959849832734
312-18,48.205550166437874
312-20,145.09535864725623
312-22,189.75354334559313
313-1,66.31970807072257
313-2,140.8104301499692
313-5,106.67490356906069
313-6,80.24793123263845
313-7,139.73393413535223
313-10,188.18526858495375
314-1,145.71188254832168
314-3,274.9800555932849
314-6,305.9892492847556
314-11,116.72553528200665
314-12,197.21558867231548
314-14,65.2204833135153
315-2,193.1019112712692
316-3,64.22725550432301
316-4,112.23039147003738
316-5,139.74199649425123
316-6,65.68853841512498
316-7,114.38470163957055
316-8,225.97063193186193
316-10,128.38735091034613
316-11,110.31166877730436
316-12,96.6299927795027
316-13,160.1235696376111
316-14,70.20609608981195
316-15,156.99406868277572
316-18,281.08878533419215
317-3,89.90752494441332
317-5,142.01286311876837
318-1,118.62264703848399
318-2,139.82203896749724
318-3,97.2718957251155
318-5,70.1105710153563
318-6,137.49361231231
318-7,151.04983849091582
318-8,45.97799373777934
318-11,158.11750950878752
319-2,105.93389590577829
319-3,76.78916475163598
319-4,61.08791525748567
319-5,39.65462472657265
319-7,332.13866528997505
320-1,153.24409984798558
320-2,249.45789091617843
320-3,202.63355987300073
320-4,154.93006574328388
320-5,36.6480379708039
320-6,111.12185633307395
320-7,96.67242411314919
320-9,97.11552086041024
320-10,167.30843399890634
