id,off_spacing
31-1,402.7076713867454
31-2,406.81675230494477
31-3,490.0231409243205
32-1,333.7110140210716
32-2,439.6877220586814
33-2,476.50959433262506
34-1,466.77192739058546
34-2,555.2914316610199
34-3,424.9523647422401
34-4,213.06321214885628
34-5,527.0226719411922
35-1,702.8983546735349
35-2,528.5719945107455
35-3,516.1595235272533
35-4,478.8216403694709
35-5,191.80867639081924
35-6,363.20821106193875
35-9,423.2794763295251
35-10,102.50356636244112
35-11,749.4120263434015
35-12,340.6545942292554
37-2,267.38170038056273
37-3,556.7208041635897
38-3,280.0487644343043
38-5,430.75946606096977
39-1,335.784138838423
40-1,180.1620461351984
40-3,528.5201209990374
40-5,224.78511846128424
41-1,508.7496250208669
41-2,104.5884383246945
41-3,193.6936230063934
41-4,362.535627179147
41-5,223.41130980334117
43-1,445.0042938701747
45-1,507.18311082969666
46-1,455.193264530458
46-2,204.69569227711423
46-3,422.65398338101784
46-4,313.87681346082746
46-5,292.9288330776226
46-6,375.0558840244129
46-7,341.57282261733917
46-8,286.3290141359744
46-9,291.2685738329478
47-1,234.99389454309244
47-2,484.2859850039114
47-3,507.4815733815087
48-2,440.1004527403134
48-3,422.6456823449263
49-1,427.9145260320603
50-1,250.87875973540145
50-2,156.91528146561564
50-4,85.99922103203994
50-5,506.23429402321204
50-6,399.7148918653924
50-7,320.03254100859823
51-3,440.0273700898458
51-5,404.03846538926075
51-7,233.55949603067086
51-9,57.38310811750876
52-2,112.52276632691972
53-1,259.0651791708084
53-3,308.9576911319217
53-4,370.5116039642187
54-1,404.27066424748523
54-2,445.1886662031594
56-2,623.9308572961914
56-3,504.37752114789794
58-1,287.90413068624366
58-3,174.226527709106
58-5,438.85038867490397
58-6,416.97593719468944
59-1,337.6270653068743
59-2,419.6292881444479
59-6,427.47824118550443
59-7,274.44545093677436
59-8,456.0710114586868
59-9,194.17452656426917
59-10,334.73215781477734
59-11,263.7079803707194
60-2,79.7349381155916
60-3,519.6232482109267
60-4,893.3238290108221
60-5,479.4422315787443
60-6,457.36476950272754
60-7,333.849913209305
60-9,163.91274955588074
60-10,287.08446522778974
60-11,361.95379768807345
61-1,54.32773536708174
61-4,444.64077498698805
62-2,558.7127563323809
63-3,456.0737000114576
63-4,279.0580150866342
63-6,402.4463545427937
64-1,100.33901453876123
64-2,530.4012806694866
64-3,422.89131289048885
65-1,291.8182093437964
65-2,299.7534113248235
66-1,519.3270133906799
66-2,566.3299193814139
66-3,442.39999941342296
66-4,236.4386342289855
66-5,360.5946858459986
66-6,488.34374181379667
66-7,404.18371920825484
66-8,488.2256799199324
66-9,270.64518318346006
68-1,354.7180485662057
68-2,95.49842746924625
68-3,70.94943207968647
69-2,300.9734586601492
69-3,516.4363009584232
69-4,392.781567166664
69-6,213.91138931927162
69-7,178.30554371570884
70-1,222.6606652116301
72-1,368.6126573595677
73-1,504.5415684066089
73-2,307.18921923559503
73-3,332.38475377264604
75-1,470.56868755374785
77-2,590.5339097207152
77-3,626.3994845966444
77-4,433.4701613157962
78-1,365.6986256193446
78-2,362.16786312802105
78-3,474.4360263965666
78-4,294.3797823676441
79-1,406.4006653442792
80-1,364.297388027838
81-1,403.7039073234115
81-3,546.4923052588267
81-4,307.85579130497786
82-3,299.9545319428431
82-4,734.0275277917561
83-2,144.89598586638846
84-1,413.574927309395
84-3,405.91649433019364
85-2,199.5991450367262
85-3,464.6883963459534
85-5,598.0818394169924
85-6,244.9127809219558
85-7,282.5204077592983
85-9,207.01712335460402
85-10,332.7056303204158
85-11,510.41102855666753
85-12,112.28111564086822
85-13,390.10132949364777
87-2,323.039605088637
88-2,242.6042631925286
88-3,125.96377278312161
88-5,489.7010556592288
89-1,389.2106066742219
89-2,513.2262812289268
89-4,65.44897083313208
90-1,408.08378160587256
90-2,227.82709898822486
90-3,448.9806444992664
90-5,411.21112074532004
91-1,439.99635764061054
91-2,453.17975800276423
92-4,594.5071314028393
93-1,459.35376938763136
93-3,285.6677803812215
93-4,233.12831245777613
93-5,116.14614321870101
93-7,319.82896689308063
94-1,600.9468849566036
94-2,552.9479891453777
95-1,364.34038198869075
95-4,584.0141609417675
95-5,485.1585460964528
95-6,315.6323319753527
95-7,665.8471955635902
95-8,279.91064167048205
96-1,285.8249093378326
96-2,595.2566635278176
97-1,632.9915995933102
98-1,416.2362215853724
99-1,390.70106042651287
99-2,495.68702077311946
99-3,83.63740505955612
99-4,454.7810949940025
99-5,115.93830826992837
99-8,280.9092653057171
100-2,248.8093285824313
100-3,628.3182367335302
100-4,116.9895963027457
102-1,176.19658342132834
103-1,501.3709901515341
103-2,477.5149746415934
103-4,382.21504457667606
103-5,343.58589687700885
103-6,447.312947086282
104-1,163.2616734057533
105-1,436.42377566288627
105-2,327.9426142007604
106-1,429.30869495804535
106-2,382.4517254459234
106-5,182.4779967426109
107-1,563.4913816142875
107-2,329.72708633811976
107-3,376.5336125372771
107-4,264.7174427599503
108-1,706.5785469433782
108-2,424.7739535022028
108-3,576.6885408298049
109-1,126.05567191849507
110-1,211.59934120249955
111-1,533.3213512240056
111-2,673.9649335348355
111-3,403.32244909985434
111-4,186.47411274754768
111-6,395.6275285983636
111-7,406.31151847785935
111-8,431.4669490234982
112-2,289.91495570551274
112-3,376.86775850051515
112-4,171.2221753552974
112-5,455.4464982717278
112-7,312.42692584785595
112-9,451.7623260641958
112-10,473.5549688421088
112-11,165.1477216840243
114-2,445.7541179150507
114-3,217.10436698585727
114-4,646.6781011129004
114-5,533.5064055407693
114-6,429.98807216122157
115-1,363.01645671710924
115-2,573.4586062773337
115-3,620.6975116515089
115-4,445.8305502042497
116-1,262.70977163410487
116-2,231.50286803064287
117-1,226.18964143370272
117-2,518.4927444316068
117-3,251.66718537407894
117-4,546.7934334091344
117-5,401.70969116435003
117-6,388.6581095608482
117-9,108.96911987802548
118-1,337.11116914613166
119-2,616.8823647308222
119-3,665.4382620316605
119-4,616.8971387747306
119-5,465.3958338574075
120-1,236.39670407679034
121-1,516.5362857096654
122-1,331.66390445371974
122-2,789.0505489387541
123-1,188.45184197258948
123-2,596.6959619803748
124-1,314.0330524794458
124-3,390.2927111547484
125-1,567.1202107171385
125-4,276.6305027749115
125-5,585.8507077183195
125-6,287.8652956628333
125-8,222.4677969094045
127-1,479.1898494590706
127-2,315.4557160847846
128-1,253.09950730416438
128-2,141.1494938814118
128-3,145.2040629002688
129-1,179.8232535143781
131-3,538.7705019083273
131-4,399.18413394550464
131-5,615.5883401795624
132-1,427.0432468569635
133-3,324.68005744289394
133-4,506.437219778624
134-1,533.3478052969607
134-2,430.50961739902004
135-1,356.48566294082434
135-2,476.27719310468945
135-3,257.5687337734722
135-5,127.78446596295947
135-6,385.2483696179853
135-7,574.4901259570655
135-8,380.1989788466285
136-1,248.16543260535195
136-2,250.40046046859686
136-3,471.33506893100287
136-4,424.95917652378625
136-5,262.7057848310238
137-1,365.95137235007394
137-2,695.0512613962991
138-2,327.9469328151532
138-3,224.22182089423194
138-4,270.5433481934244
138-5,765.3790250640864
138-6,533.287623716319
139-1,219.35779226084864
139-2,359.5878282127111
139-3,336.1676190641621
139-4,238.1362598408473
139-5,361.0956405339323
139-6,98.55087608126325
139-7,416.36003235279975
139-8,201.44597641055202
139-9,402.9465627751301
140-3,601.5474186955213
140-4,253.400308625771
140-5,575.5470818101718
142-1,60.647233715204266
142-2,383.316580558257
142-3,480.7415833387702
142-4,304.4667593619512
142-5,692.1628127398982
143-1,330.80857643480243
143-2,602.8815594185157
143-3,357.6812672782553
143-6,181.19639919568704
143-7,159.5612538804722
143-8,449.8842163055722
143-10,506.3942518374364
143-12,406.266252234542
143-13,382.2259311422842
143-14,465.4800958666631
143-15,586.0652310589754
143-16,314.8114311840957
144-2,428.7484859883008
144-3,334.1769995624977
144-4,321.55615634975
147-1,594.3336211847037
148-1,458.2400370374854
148-3,341.93515708993743
148-4,163.64093739241048
148-5,276.92252934106006
148-6,576.5909315114352
148-7,229.6298981752709
148-8,221.33664262705838
149-2,533.2117180207857
150-2,136.0246132039817
150-4,739.6446385707989
151-1,552.9719248825802
151-2,510.4761943611136
152-2,394.6768899501741
152-3,499.3000909394504
153-1,601.6069824727855
153-3,380.5945838557785
153-4,137.44140367703747
153-5,175.30094145227713
154-3,401.02055355476557
154-4,534.2962581033698
154-5,466.04616802178083
154-6,502.40891736192543
154-7,377.2936024357448
155-1,561.1325252830583
155-2,372.35195015378906
155-3,414.1725905405378
155-4,518.3011332076851
156-1,319.03784363758814
156-2,348.5748151507797
156-3,518.591764385676
156-4,432.86495678414843
156-5,325.98694979314837
156-6,177.34655202722888
156-7,256.9626349124162
158-1,161.14431898385487
158-3,426.8466991429299
159-3,482.2196245815189
159-4,422.4827103981836
159-5,263.06372201975523
160-1,268.1085790452985
160-2,534.5145737306946
160-4,405.90886877070375
160-5,161.2881350134976
160-7,287.9611456102316
161-2,711.5555294079053
161-4,481.57532213328386
161-5,236.80880218312808
162-1,405.6605842217283
162-2,506.65473367505626
162-3,406.119128057492
162-4,428.2654813173083
162-5,85.4011397296648
163-2,129.91553933739578
163-3,410.33967941100764
163-5,338.8050660221594
163-6,673.0294380316818
163-8,290.41622808063613
163-10,427.93161482994117
164-1,538.2282210993699
164-4,173.6682079567836
164-5,822.7404785464021
165-2,95.90687180019454
166-3,486.3563712629714
166-4,484.21258572418265
167-1,332.84168871987345
168-1,278.23465163897345
168-2,590.6013618665331
168-3,155.23873837461565
168-4,513.9886863288351
169-1,295.31493001765
169-3,393.32932601092983
169-4,208.76625725824488
169-5,134.1268264612347
169-6,249.09282725704338
169-7,372.48554468326586
170-1,422.5719404827682
170-2,215.8987267228466
170-3,109.11503499784418
170-4,67.49343349569133
171-2,301.16806952439026
171-3,178.30812297769626
171-4,433.3666851313287
173-1,363.58241020570256
173-2,500.3390694821479
173-4,634.8401289554595
174-1,158.7545979309466
174-2,480.869076658601
174-3,406.1118630433423
174-4,432.91172258755194
174-6,240.96729451465046
175-1,607.3304868320618
175-2,388.77375202288727
175-3,166.59229571571086
176-1,635.8399659370685
176-3,351.21112962170844
176-5,815.4605337190665
176-8,231.14235139529282
177-1,185.22788819537146
177-2,248.82126300585512
177-3,491.649407299637
177-4,183.0483037927557
177-6,553.2511810849925
177-7,722.6041224376715
177-8,303.93807299529715
177-9,447.09410288181164
177-10,178.78422913218515
177-11,520.5742192057693
177-12,485.24872800226865
177-13,652.1203178081254
178-1,324.054249345479
178-2,444.13392415726196
178-3,728.7716274306642
178-4,491.1261977571943
179-2,291.93220411767174
180-2,260.79044849434695
181-2,612.3179764926913
181-4,520.2442954973437
182-1,330.67248586561107
183-1,345.39114030647534
183-2,538.0466044560154
183-3,354.165137665169
183-4,479.83982450145345
183-6,143.2468764558808
183-7,711.1394628474195
183-8,170.4471352005401
183-9,156.878773537594
183-10,553.7488929356923
183-11,531.0891345365831
183-12,527.82690265103
183-13,685.5715301402472
184-1,296.27684150118256
184-2,584.8588090255786
184-4,499.30334101183536
184-5,591.3108297934826
184-6,445.8518613755068
184-7,356.40413327168164
184-8,605.7816764605784
184-9,636.4466755379623
184-10,565.3463057477803
184-11,586.4243983106497
185-1,197.30679001033786
185-3,337.0308510688722
185-4,313.7317405566682
186-2,456.5606318160878
186-3,319.47713300503585
186-4,341.2458219935217
187-2,475.65537720784005
187-4,109.18888469044892
187-6,524.6870188263063
188-1,622.8644988755713
188-2,280.76663435236924
188-4,346.97936251459055
188-5,612.5377197967447
190-1,130.01468719107527
191-7,190.482863655318
191-8,329.14240672752425
192-1,340.4530374089567
192-2,398.8073939149907
192-3,209.3479693675706
193-1,488.41550289870486
193-2,186.7533091519657
194-1,324.49718623461104
194-3,537.7244166084403
194-4,552.6385736113434
195-1,574.5492725067174
195-3,410.8401109810022
195-4,619.556700948138
195-6,489.7132307496484
195-10,240.09247483108186
195-12,384.1358431539612
195-13,300.8639311285483
195-14,46.44552096826965
195-15,123.1084347502769
195-16,682.5309699748908
195-17,407.48552408101455
196-1,224.568123556528
196-2,303.4901049084017
196-4,366.5216139903531
197-1,311.31295931967156
197-3,480.31853835363836
197-4,544.5746786398353
197-6,276.5283523891146
197-7,631.2184528199955
197-9,130.23832937450288
198-2,413.671204173368
199-2,354.65435237043005
199-3,551.5062871283415
199-4,307.415994050129
201-1,431.16312910290134
201-3,376.8306222411188
201-4,402.218541205719
201-5,434.5616269449192
201-7,398.8418580864245
201-9,387.7655451856733
201-11,271.69176729258334
201-12,541.0570221167898
201-15,128.62199944868576
202-1,286.38147453208353
202-3,333.94284372469826
202-4,533.2284822810874
203-1,294.80713580870474
203-2,553.2308778286588
203-3,359.60818672256926
203-4,578.4649909311454
203-6,27.903558716863245
203-7,637.9585431763176
203-8,612.5740275792673
203-9,357.7625794382716
203-12,340.70644673122206
203-13,372.79048825233815
203-14,344.341155822584
203-16,251.8834536743686
203-17,803.4282954443868
203-21,327.7154069578901
203-22,330.73308873034216
203-23,281.4797465870872
203-25,403.0136458019127
203-26,363.12687827997127
203-27,131.8200015427052
203-28,813.165048498779
205-1,270.7467773351798
206-1,296.7615764889971
207-2,191.57254974074112
207-3,336.3180875495305
208-2,462.0159046339487
208-3,486.0778871638165
208-4,472.67523666195734
208-5,319.8599716034882
208-6,674.6293048504484
209-2,396.76523778652654
209-4,311.4875629471736
209-5,178.94957202260912
210-1,229.09121876764104
210-2,187.64401394498975
210-3,386.8613950273431
210-4,318.5166287646284
210-5,73.09246960193099
210-7,394.35562891767535
210-8,282.657886387816
210-9,549.8856022947815
210-10,585.874758870479
211-1,358.4151545211391
211-2,354.72223200940994
211-3,152.94513878237063
212-1,367.24372337827106
212-2,509.6674439199419
212-3,389.61572832022364
212-4,338.69942153667466
212-6,179.7831010044124
212-7,182.60735489778676
212-9,398.5684200420683
212-10,280.4241096488832
212-11,156.54011542323852
213-1,534.7840620767529
213-2,634.5724125198291
213-4,328.9811442234725
214-3,236.8014948386026
214-4,162.21047792106162
214-6,345.8065285563465
214-7,334.96584797868036
214-8,390.32363080239537
214-9,355.57210740626397
215-1,77.05949638639595
215-2,167.63583944355835
215-3,420.2430038397734
215-4,530.1079011666462
216-2,458.0953552467632
216-3,335.3446888788812
216-4,314.7777873451819
216-5,449.93229864291266
216-6,717.9637963192508
216-7,303.6501529039408
216-8,536.8550686291954
216-9,344.93184176369857
217-2,449.4935740124737
217-3,267.0897754866979
217-5,336.6554110396795
217-7,287.95798218943287
217-8,291.5696434666406
218-1,400.8551776172892
218-3,535.8135444757046
219-1,190.7400497678001
219-3,363.02928485082504
219-4,281.9197865675706
219-5,363.12327301400546
219-9,440.44429526527665
219-10,443.3936255816009
219-11,166.106694223025
220-1,283.91973689113206
220-2,423.6118463593582
220-3,261.3914915258364
221-1,229.7152387537209
222-1,475.3655941734802
222-2,72.15203836218657
223-1,388.41540435778165
223-4,156.17848358664088
223-5,155.3044022929036
223-6,339.6753041131103
223-7,672.3698791428329
223-9,387.195084500318
223-10,428.2970565021683
223-11,281.6155573254962
223-12,275.81827351958714
223-13,359.16354950985993
224-1,271.77364542745795
224-2,459.2018848264812
225-1,465.8151071304047
226-1,339.00295416636266
227-1,346.34272423940774
227-2,177.42389053821506
227-3,379.036138798577
227-4,443.04533295033343
228-1,387.3380980582284
229-1,332.89263123888105
229-3,215.9229182379878
229-4,115.43611161820138
229-6,369.61638396994
230-1,341.44079148043204
230-2,292.1232929026239
231-4,380.0518510673944
231-5,415.2954416852785
232-1,384.5138455494018
232-2,361.6706803665114
232-3,414.31558595964907
232-4,506.12038824439935
233-3,149.87830837374395
233-4,210.3495209952432
233-5,324.78762812087143
233-6,202.763597792547
234-2,89.06932129786784
234-3,476.4201418188943
234-4,207.64645572266966
235-1,274.24151603945757
235-2,735.6591566963378
235-3,579.8913575605769
236-1,458.31350212071425
236-2,404.7984511821859
236-3,350.730224947046
236-4,325.1308266584615
237-3,360.80086785345065
237-4,226.09395006710747
237-6,536.1128457114096
237-7,299.86505720203627
237-8,153.51606456555498
237-9,315.0691268964297
237-11,626.7230286290231
237-12,323.5797281146089
237-13,231.16646954843276
238-3,429.0777515754646
239-1,249.13315070304253
239-4,158.21493108504313
239-6,337.56201693032625
239-7,363.63558060691554
239-9,57.57506509524728
239-10,289.1558327317574
239-11,357.8401175171209
239-12,276.2029875075791
240-1,587.2127303773947
240-3,433.34622986841646
240-8,329.44036316211634
241-2,776.2985117669739
241-3,460.72327343690483
241-4,388.768632584282
241-5,177.0826196310647
242-1,265.6306453451028
242-2,625.9940258359841
243-1,517.1378611457537
243-2,244.13580677089135
244-1,624.5721481136939
244-2,532.8938696578266
244-3,240.63433923891068
245-1,442.96170212769175
245-2,259.81064295445606
247-1,242.0969663083647
247-2,557.0211894381966
247-3,504.17899987222154
247-5,284.28931626349
248-2,429.3660326633741
248-3,447.9055665767528
249-1,388.3698804035769
249-2,632.2257371564024
249-3,443.63235511567746
249-4,296.0725169540847
249-5,299.35944686612584
250-5,505.2661585845485
250-6,477.3062585497912
250-7,509.7800654747721
252-1,439.5860195983596
252-2,355.03011247016497
252-4,412.7091633271636
252-5,113.39805260933835
252-6,230.00266319887044
252-7,164.00767828044422
253-1,500.935264363525
253-2,273.75502461893984
253-4,458.6675085616156
254-1,248.81693306933613
254-2,595.2607591222159
254-3,488.551709703578
254-5,281.05607762423176
254-6,326.7042703881617
255-1,165.63923872602322
255-2,583.9737754517154
255-6,174.09041928933362
255-7,176.13898486264804
255-8,178.6872859538911
255-11,279.02619755249464
256-1,542.9743434004605
256-2,561.489153012688
256-3,596.5210642380723
257-2,288.1026534306559
257-3,382.2077582351479
257-5,322.96315283710686
257-6,376.2579067928435
257-7,495.5939916232703
257-8,607.5712921411643
257-9,217.26617306960813
258-1,138.87386375304618
258-3,430.19086349571035
258-4,666.4935313071934
259-1,489.3858431095463
259-2,399.8267654437104
259-4,126.67551900832666
259-5,420.56608736628823
259-6,414.23457001869815
259-8,99.88785556411221
260-2,229.06129145773065
260-4,420.16487841396867
260-5,630.8008911352761
260-6,603.8492678489955
260-7,201.63303725364497
260-8,398.7070074468596
260-11,406.4784117740057
260-12,540.4673357320756
261-1,291.5174678894648
261-2,197.46502327307155
261-3,538.9335349646227
262-1,301.1014287943512
262-4,309.74903031175745
262-5,229.1852392059377
263-2,81.09242306147229
263-3,427.79529986395505
263-6,191.94641862026248
263-7,269.4555430531555
263-8,82.02264580913084
263-9,403.2522635123517
263-10,475.16831349870563
263-11,474.2723838912767
263-12,311.6069334252468
263-13,355.99254257645964
263-14,319.3882526785841
263-15,478.2189494851209
263-16,182.20070098271276
263-17,607.1961269270449
264-1,374.89401014607614
264-2,479.9533735909182
264-3,453.8116664214471
264-4,756.6456853712587
264-5,407.85251218111534
264-6,464.1899987422854
264-7,449.3828212519202
265-1,580.1806691746933
265-2,671.8760075661816
265-3,134.74006535362338
265-4,319.8344577403072
265-5,294.1216989015441
266-1,352.55788485879236
267-1,411.5973272078884
267-3,306.4757052436664
267-4,177.1561575610241
267-5,598.5819412184562
267-6,541.6960076538867
267-7,366.0997870281419
267-8,583.9381756209665
267-9,160.30689493485903
267-10,206.61437321016933
267-12,80.01076183480913
267-13,527.0541254654288
267-14,603.1089986821204
267-15,534.4068732964481
267-17,412.5053515840675
267-18,410.3589671780518
267-20,308.3001848423382
268-2,307.79427850408683
268-5,332.23505351232023
268-6,279.3977111229063
268-8,523.9117572201652
268-9,214.57571411067715
268-10,441.84094532135913
269-1,371.1204311853312
270-1,517.1243273188718
270-2,298.08011561807143
270-3,484.7622587976777
270-4,238.70669571145322
270-6,410.3763093751254
270-8,348.6993512844206
270-9,147.99493015896212
270-11,160.12618673457064
270-12,299.3464677435429
270-13,524.5930614301423
271-1,115.73084330466725
271-2,375.0059200184752
271-4,617.8057348035277
272-1,471.35426881940896
273-1,533.4186019649496
273-2,311.6620039954273
274-1,491.4965353191364
274-3,264.9700747905096
275-1,136.88448336465547
275-2,366.3754306610658
275-3,145.2030433929417
275-4,349.61743634207903
275-5,443.1757979483108
275-6,140.04916936689534
275-7,179.77324072551647
276-1,457.5110467064412
276-2,381.5408587757578
276-4,527.7867690441591
276-5,276.2615233607511
276-6,408.5284917147311
276-7,309.18533143912094
277-1,199.23937406774212
277-2,149.74847018582363
277-3,256.5801917842468
277-4,335.11734886638226
277-5,246.9443712805479
278-1,824.380951901744
279-2,475.73070528024175
280-1,530.794972877721
280-4,345.2542506843805
280-5,346.8016050723057
280-6,506.85213404054855
281-1,343.0525053780359
281-4,570.9907995145511
281-5,166.097498522852
281-6,226.7339296621601
281-8,260.26158804956276
281-10,132.27228491618797
282-1,173.03007590357038
282-4,182.15727014363804
282-5,512.2505774942738
282-6,323.9912111130702
282-7,502.30663300581386
282-8,468.5790779663496
282-9,756.6521785891296
283-1,210.72545759332337
284-1,659.0535514795688
284-2,562.3541149950554
284-3,312.95647330017414
284-5,443.9323266902351
285-1,305.8324308851161
285-2,479.7424896068587
285-3,272.2427408194677
285-4,763.8132176579347
286-1,583.8100753324999
286-2,339.90019347018153
287-3,221.9685878830895
287-4,138.9235468450691
288-1,175.42392876476708
288-2,332.11155703881104
289-1,310.8061056822513
289-2,477.2898351920163
289-3,259.08139517539325
289-4,454.2444249837373
289-6,348.36671688504657
290-2,440.1128665795213
290-3,421.1182249772306
290-5,497.47444502208003
291-1,261.78960904551116
291-2,438.2059870334979
291-3,487.29488883985744
291-4,505.89780217768794
291-5,309.7116661228706
291-7,461.72357036622174
291-8,182.0540800170159
292-2,267.8476340575078
292-3,406.69199539114413
292-4,373.1335247121426
292-5,461.3071223117788
292-6,276.33357383824375
292-7,281.8774362806014
292-10,96.90908864765092
292-11,488.69773307511696
293-1,329.12619053945934
293-2,457.0348286580258
293-3,720.4446219099649
293-4,463.39587553586466
293-7,376.67963204199407
293-8,367.47606128590917
293-10,501.14687868200804
293-11,67.15511156948617
293-12,406.3874755339575
293-13,638.1147725532629
294-1,544.1702676302664
294-2,626.1073427871281
294-3,765.3805502212201
294-4,518.3330673454718
294-5,651.9872777161955
294-6,482.9708551423839
295-1,341.4976045558715
296-1,292.75558240607677
296-3,295.55666902681935
296-4,206.6813293587108
297-1,409.6194447290304
297-2,488.0684148946218
297-3,122.37917138266404
298-1,331.37258150168884
298-2,317.3240338054242
299-2,151.13374202160884
299-3,155.48783519474773
299-4,458.11846225596526
299-5,418.625585479983
299-6,761.9140957909134
300-1,138.51670106609447
300-2,602.4353698422346
300-5,512.9527927609156
300-7,463.50336580685547
300-8,415.719325771307
301-2,331.1331111418681
301-3,397.0538023029703
301-4,713.8908039577727
302-1,292.2492850960024
302-2,360.1377188877153
302-3,289.6327265459041
302-4,267.4517750712233
303-3,200.73711600695708
303-4,328.7609463088247
303-7,365.73435890141894
303-8,251.69030777651122
303-9,114.33491194288902
304-2,681.5077578529934
304-3,448.86196887110646
304-4,373.1193897102364
304-5,506.8387092522753
305-2,288.61834150809113
305-3,287.41926584270345
305-4,281.0832383021502
305-5,403.53703434372613
306-1,402.40646918727475
306-2,365.34622790438084
306-3,250.16668546096457
306-4,315.6751760593022
307-1,339.62327660928895
307-2,81.00971878983196
307-6,357.0628147166236
307-8,174.4059537938208
308-1,203.97176774619314
308-4,530.9809072099996
309-2,182.2020106555707
309-3,312.37971159844915
309-4,332.96084794282854
309-7,51.718101781216205
309-8,192.29128810962865
309-9,400.92044560063414
309-10,335.14230956679484
309-11,418.33397746653645
310-2,309.872572159402
310-3,553.711940356797
310-4,64.19393563253618
310-5,557.5269731581411
310-7,446.8552116156228
310-8,270.92197039002633
310-9,395.1417096261341
310-10,333.5762455962356
311-1,446.8231562026115
311-2,411.45137110593237
311-3,500.96744122114666
311-4,449.9585260860486
311-5,354.65968914984046
312-1,276.4443322143294
312-2,281.281497195543
312-3,538.5664060028228
312-5,749.651143310298
312-6,405.40005127685697
312-8,291.30991716870165
312-11,225.38757258343765
312-13,584.2562177568301
312-14,443.69320693428847
312-17,476.26199170241284
312-18,295.6336020707773
312-20,424.8870648155813
312-22,656.9898851137442
313-1,546.3078507819396
313-2,302.4847581389839
313-5,378.03417967190626
313-6,317.5428298664757
313-7,332.87558013290754
313-10,774.6104043784661
314-1,361.9216316834451
314-3,515.0351781142477
314-6,559.5948709079983
314-11,331.94064903422884
314-12,415.16475417852723
314-14,136.15342176158782
315-2,472.769050488982
316-3,159.36800757887045
316-4,377.208620263929
316-5,119.85301276031873
316-6,56.856233479573916
316-7,439.44048893015224
316-8,355.75514414875795
316-10,287.56894251951996
316-11,239.06242643760095
316-12,160.77301153352067
316-13,527.1900034807603
316-14,135.91535570418637
316-15,139.97577695768604
316-18,464.1402142977612
317-3,164.26693552784684
317-5,303.5384197335902
318-1,504.8720349758932
318-2,488.89713193196087
318-3,297.95377865965594
318-5,242.33957416745383
318-6,341.1807655254645
318-7,276.0696922646107
318-8,172.83910010173418
318-11,397.88079118721294
319-2,527.6394616255163
319-3,253.7151102043238
319-4,355.7377806426324
319-5,239.43727593321447
319-7,634.6470055445359
320-1,367.9475510710271
320-2,689.8504401464066
320-3,436.95761324062823
320-4,351.37786149474107
320-5,312.79444598745033
320-6,580.1543598489006
320-7,161.33699018727367
320-9,169.505357577121
320-10,696.81564193036
320-11,493.1258630131549
320-13,509.6859862007027
320-17,572.4301118428405
320-18,539.8863252539411
